METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
BaseLine;21;Can I get from q2 to q4 in one step?;There is no transition between q2 and q4.;[];-1;-1;False;{'user_input': 'Can I get from q2 to q4 in one step?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[1.0, 1.0, 1.0, 1.0]
BaseLine;22;What label sits on the arrow between q1 and q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];-1;-1;False;{'user_input': 'What label sits on the arrow between q1 and q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
BaseLine;23;Tell me which state is both the start and the end.;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Tell me which state is both the start and the end.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.0, 0.2, 0.0, 0.2]
BaseLine;24;Show me the full list of states in this machine.;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Show me the full list of states in this machine.', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[1.0, 1.0, 1.0, 1.0]
BaseLine;25;What symbols are allowed as input for this automaton?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What symbols are allowed as input for this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;26;How many arrows are drawn in the diagram?;MUTATION In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state.;[];-1;-1;True;{'user_input': 'How many arrows are drawn in the diagram?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {}};[0.0, 0.2, 0.0, 1.0]
BaseLine;27;Which states count as accepting in this picture?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Which states count as accepting in this picture?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}};[0.0, 0.2, 0.0, 0.2]
BaseLine;28;Is this machine deterministic or something else?;MUTATION In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state.;[];-1;-1;True;{'user_input': 'Is this machine deterministic or something else?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.2, 0.0, 1.0]
BaseLine;29;From q0, what happens if I read 111000?;the transition is not defined.;[];-1;-1;False;{'user_input': 'From q0, what happens if I read 111000?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', '?', '111000']]}};[0.0, 0.2, 0.0, 0.9]
BaseLine;30;Give me the transition that begins at q3.;the transition is not defined.;[];-1;-1;False;{'user_input': 'Give me the transition that begins at q3.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', '?', '?']]}};[0.0, 0.2, 0.0, 0.9]
BaseLine;31;Where does the machine go after q4 on input 0?;the transition is not defined.;[];-1;-1;False;{'user_input': 'Where does the machine go after q4 on input 0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q4', '?', '0']]}};[0.0, 0.9, 0.0, 1.0]
BaseLine;32;What kind of language does this automaton recognize?;Could you be more specific?;[];-1;-1;False;{'user_input': 'What kind of language does this automaton recognize?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;33;Explain what pattern of bits this machine is checking for.;Could you be more specific?;[];-1;-1;False;{'user_input': 'Explain what pattern of bits this machine is checking for.', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
BaseLine;34;Which state has the most arrows touching it?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];-1;-1;False;{'user_input': 'Which state has the most arrows touching it?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.2, 0.0, 0.3]
BaseLine;35;Is there any state here that has no outgoing arrow?;MUTATION In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state.;[];-1;-1;True;{'user_input': 'Is there any state here that has no outgoing arrow?', 'intent': None, 'argument': None, 'dialogue_act': None, 'frame': {}};[0.0, 0.2, 0.0, 1.0]
