METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT
Accuracy;1;Can the automaton accept any string that does not contain the pattern 11000?;Could you be more specific?;[];0.0;1;False;{'user_input': 'Can the automaton accept any string that does not contain the pattern 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'pattern': '11000'}}
Accuracy;1;What is the language recognized by this automaton for the input pattern 11000?;Could you be more specific?;[];0.0;2;False;{'user_input': 'What is the language recognized by this automaton for the input pattern 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;1;What is the language accepted by this automaton for the input 11000?;Could you be more specific?;[];0.0;3;False;{'user_input': 'What is the language accepted by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}}
Accuracy;1;What is the language accepted by this automaton, in particular which are its final states?;Could you be more specific?;[];0.0;4;False;{'user_input': 'What is the language accepted by this automaton, in particular which are its final states?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}}
Accuracy;1;What are the final states of the language recognized by this automaton?;The final state is q0.;['simbolo-q0'];1.0;4;False;{'user_input': 'What are the final states of the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}}
Accuracy;1;before saying goodbye, could you tell me what the final states of this automaton are, in terms of its language?;The final state is q0.;['simbolo-q0'];1.0;4;False;{'user_input': 'before saying goodbye, could you tell me what the final states of this automaton are, in terms of its language?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}}
Accuracy;1;What is the optimal spatial representation of the language recognized by this finite state automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. MUTATION In total there are 5 states: q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.4;4;True;{'user_input': 'What is the optimal spatial representation of the language recognized by this finite state automaton?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'optimal spatial representation': '?'}}
Accuracy;1;Which state in this automaton has the highest number of transitions?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;5;False;{'user_input': 'Which state in this automaton has the highest number of transitions?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'stateWithMostTransitions': '?'}}
Accuracy;1;which states does this automaton have?;The state q0 exists.;['simbolo-q0'];0.2;6;False;{'user_input': 'which states does this automaton have?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Accuracy;1;Before we say goodbye, could you tell me which state in this automaton has the most transitions?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];0.0;7;False;{'user_input': 'Before we say goodbye, could you tell me which state in this automaton has the most transitions?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}}
