METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT
Accuracy;1;Is it possible to go from q2 to q4 in the automaton shown?;there is no transition between q2 and q4.;[];0.2;1;False;{'user_input': 'Is it possible to go from q2 to q4 in the automaton shown?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}}
Accuracy;1;the transition from this to that has which input symbol?;There is no transition between q2 and q4.;[];1.0;1;False;{'user_input': 'the transition from this to that has which input symbol?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'states': ['q2', 'q4']}, '_raw_frame': {'transitions': []}}
Accuracy;1;Which transitions leave from state q3?;the transition is not defined.;[];0.0;2;False;{'user_input': 'Which transitions leave from state q3?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', '?', '?']]}}
Accuracy;1;what is the transition that starts from this?;There is no transition between q3 and q0.;[];0.0;3;False;{'user_input': 'what is the transition that starts from this?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3']}, '_raw_frame': {'transitions': []}}
Accuracy;1;can you list all the states of the automaton that include q3?;The state q0 exists.;['simbolo-q0'];0.0;4;False;{'user_input': 'can you list all the states of the automaton that include q3?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'states': '?'}}
Accuracy;1;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;5;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Accuracy;1;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;6;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Accuracy;1;Hello! For this automaton, can you tell me what its alphabet is?;Could you be more specific?;[];0.0;7;False;{'user_input': 'Hello! For this automaton, can you tell me what its alphabet is?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Accuracy;1;what is the deterministic language type (alphabet) of this automaton?;Could you be more specific?;[];0.1;8;False;{'user_input': 'what is the deterministic language type (alphabet) of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Accuracy;1;what is the alphabet of this automaton?;Could you be more specific?;[];0.0;9;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Accuracy;1;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;10;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
Accuracy;1;What are the final states of this automaton?;The final state is q0.;['simbolo-q0'];1.0;10;False;{'user_input': 'What are the final states of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'finalStates': '?'}}
Accuracy;1;What is the alphabet of this automaton?;Could you be more specific?;[];0.0;11;False;{'user_input': 'What is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}}
