METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT
Accuracy;1;Is it possible to go from q2 directly to q4 in this automaton?;there is no transition between q2 and q4.;[];1.0;0;False;{'user_input': 'Is it possible to go from q2 directly to q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}}
Accuracy;1;Does this automaton contain a transition from q3 to q4 on input 0?;The transition between q3 and q4 is with value 0.;['simbolo-q3-q4'];1.0;0;False;{'user_input': 'Does this automaton contain a transition from q3 to q4 on input 0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q3', 'q4', '0']]}}
Accuracy;1;what is this with input 0?;Could you be more specific?;[];0.1;1;False;{'user_input': 'what is this with input 0?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}, '_raw_frame': {'input': '0'}}
Accuracy;1;this in this automaton is labeled with which input symbol, 0 or 1?;The automaton has 5 states: q0, q1, q2, q3 and q4.;['simbolo-q0', 'simbolo-q1', 'simbolo-q2', 'simbolo-q3', 'simbolo-q4'];0.0;2;False;{'user_input': 'this in this automaton is labeled with which input symbol, 0 or 1?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}, '_raw_frame': {'input': '0'}}
Accuracy;1;what is the value of this?;Could you be more specific?;[];0.2;3;False;{'user_input': 'what is the value of this?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}, '_raw_frame': {'input': '?'}}
Accuracy;1;The transition from state q3 to state q4 is labeled with which input symbol?;The transition between q3 and q4 is with value 0.;['simbolo-q3-q4'];1.0;3;False;{'user_input': 'The transition from state q3 to state q4 is labeled with which input symbol?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}}
Accuracy;1;before i leave, could you tell me what this is in this automaton?;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];0.95;3;False;{'user_input': 'before i leave, could you tell me what this is in this automaton?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}, '_raw_frame': {'automatonType': '?'}}
Accuracy;1;What is the label of the transition from state q3 to state q4 in this automaton?;The transition between q3 and q4 is with value 0.;['simbolo-q3-q4'];1.0;3;False;{'user_input': 'What is the label of the transition from state q3 to state q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q3', 'q4', '?']]}}
Accuracy;1;what is the label of the transition that goes from this to that?;The transition from q3 to q4 has value 0.;['simbolo-q3-q4'];0.2;4;False;{'user_input': 'what is the label of the transition that goes from this to that?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q3', 'q4']}, '_raw_frame': {'transitions': []}}
Accuracy;2;What is the value of the transition from q1 to q2 in the diagram?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];1.0;0;False;{'user_input': 'What is the value of the transition from q1 to q2 in the diagram?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}}
