METRIC;ITERATION;QUESTION;ANSWER;VISUAL_ANSWER;JUDGE_VALUE;FAILS;MUTED;NLU_OUTPUT;METRIC_SCORES
Accuracy;1;Is it possible to go from q2 to q4 in this automaton?;There is no transition between q2 and q4.;[];[0.9, 0.9, 0.9, 1.0];0.9;0;False;{'user_input': 'Is it possible to go from q2 to q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q2', 'q4', '?']]}};[0.9, 0.9, 0.9, 1.0]
Accuracy;1;What is the transition between states q2 and q4 in this automaton?;There is no transition between q2 and q4.;[];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'What is the transition between states q2 and q4 in this automaton?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q2', 'q4', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;1;Is this deterministic automaton’s transition from q4 on input 0 going back to q0 correctly defined?;The transition between q4 and q0 is with value 0.;['simbolo-q4-q0'];[0.2, 0.4, 0.2, 0.9];0.2;1;False;{'user_input': 'Is this deterministic automaton’s transition from q4 on input 0 going back to q0 correctly defined?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q4', 'q0', '0']]}};[0.2, 0.4, 0.2, 0.9]
Accuracy;1;Is there a transition from state q4 to state q0 with input symbol 0?;The transition between q4 and q0 is with value 0.;['simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;1;False;{'user_input': 'Is there a transition from state q4 to state q0 with input symbol 0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q4', 'q0', '0']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;1;is there a transition from that to this with input symbol 0?;The transition from q4 to q0 has value 0.;['simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;1;False;{'user_input': 'is there a transition from that to this with input symbol 0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'states': ['q4', 'q0']}, '_raw_frame': {}};[1.0, 1.0, 1.0, 1.0]
Accuracy;1;is there a transition from q4 to q0 with input symbol 0?;The transition between q4 and q0 is with value 0.;['simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;1;False;{'user_input': 'is there a transition from q4 to q0 with input symbol 0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'transitions': [['q4', 'q0', '0']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;1;The transition from state q4 to state q0 with input symbol 0 is present in the automaton.;The transition between q4 and q0 is with value 0.;['simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;1;False;{'user_input': 'The transition from state q4 to state q0 with input symbol 0 is present in the automaton.', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q4', 'q0', '0']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;1;what is the transition from that to this on input symbol 0?;The transition from q4 to q0 has value 0.;['simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;1;False;{'user_input': 'what is the transition from that to this on input symbol 0?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'states': ['q4', 'q0']}, '_raw_frame': {}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;What is the value of the transition from q1 to q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];[1.0, 1.0, 1.0, 1.0];1.0;0;False;{'user_input': 'What is the value of the transition from q1 to q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;hello, could you tell me what this is?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];[0.1, 0.1, 0.1, 0.9];0.1;1;False;{'user_input': 'hello, could you tell me what this is?', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {}};[0.1, 0.1, 0.1, 0.9]
Accuracy;2;what is the label of this?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];[0.9, 0.95, 0.9, 1.0];0.9;1;True;{'user_input': 'what is the label of this?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'state': '?'}};[0.9, 0.95, 0.9, 1.0]
Accuracy;2;what is the symbol on this?;Could you be more specific?;[];[0.2, 0.3, 0.2, 1.0];0.2;2;False;{'user_input': 'what is the symbol on this?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}, '_raw_frame': {'alphabet': '?'}};[0.2, 0.3, 0.2, 1.0]
Accuracy;2;What is the transition label from state q1 to state q2?;The transition between q1 and q2 is with value 1.;['simbolo-q1-q2'];[1.0, 1.0, 1.0, 1.0];1.0;2;False;{'user_input': 'What is the transition label from state q1 to state q2?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q1', 'q2', '?']]}};[1.0, 1.0, 1.0, 1.0]
Accuracy;2;Can you show me the graphical representation of this automaton as a triangle?;The automaton has 5 states and 5 transitions.;[];[0.1, 0.2, 0.2, 1.0];0.1;3;False;{'user_input': 'Can you show me the graphical representation of this automaton as a triangle?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {'graphicRepresentation': 'triangle'}};[0.1, 0.2, 0.2, 1.0]
Accuracy;2;Can you change the graphic representation of this automaton to a triangle?;The automaton has 5 states and 5 transitions.;[];[0.1, 0.2, 0.1, 0.9];0.1;4;False;{'user_input': 'Can you change the graphic representation of this automaton to a triangle?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'graphicRepresentation': 'triangle'}};[0.1, 0.2, 0.1, 0.9]
Accuracy;2;does this automaton recognize any specific pattern in the input strings?;Could you be more specific?;[];[0.1, 0.1, 0.1, 1.0];0.1;5;False;{'user_input': 'does this automaton recognize any specific pattern in the input strings?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'patternType': '?'}};[0.1, 0.1, 0.1, 1.0]
Accuracy;2;What is the pattern type of this finite state automaton?;Could you be more specific?;[];[0.0, 0.2, 0.0, 1.0];0.0;6;False;{'user_input': 'What is the pattern type of this finite state automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.2, 0.0, 1.0]
Accuracy;2;What is the pattern type of the automaton’s states in this finite state machine?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;7;False;{'user_input': 'What is the pattern type of the automaton’s states in this finite state machine?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;What is the pattern type of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;8;False;{'user_input': 'What is the pattern type of this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;2;what is the pattern type followed by this automaton?;Could you be more specific?;[];[0.1, 0.2, 0.1, 1.0];0.1;9;False;{'user_input': 'what is the pattern type followed by this automaton?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;what is this with input symbol 1?;MUTATION The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 and q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[];[0.2, 0.4, 0.3, 1.0];0.2;10;True;{'user_input': 'what is this with input symbol 1?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'transitions': [['q0', 'q1', '?']]}, '_raw_frame': {'input': '1'}};[0.2, 0.4, 0.3, 1.0]
Accuracy;2;Hi again! For this automaton, what is the pattern type?;Could you be more specific?;[];[0.1, 0.2, 0.1, 1.0];0.1;11;False;{'user_input': 'Hi again! For this automaton, what is the pattern type?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;2;what pattern does this deterministic automaton recognize?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;12;False;{'user_input': 'what pattern does this deterministic automaton recognize?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'patternType': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What strings of 0s and 1s does this automaton accept?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;1;False;{'user_input': 'What strings of 0s and 1s does this automaton accept?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': 'pattern'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;thank you! for this automaton, what is the language of the strings that match the input pattern?;Could you be more specific?;[];[0.1, 0.2, 0.1, 1.0];0.1;2;False;{'user_input': 'thank you! for this automaton, what is the language of the strings that match the input pattern?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': 'S', 'input': '?'}};[0.1, 0.2, 0.1, 1.0]
Accuracy;3;given the automaton shown, can you tell me what input pattern of 1s and 0s this transition sequence recognizes?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;3;False;{'user_input': 'given the automaton shown, can you tell me what input pattern of 1s and 0s this transition sequence recognizes?', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'pattern': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the language recognized by this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;4;False;{'user_input': 'what is the language recognized by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;Can you show me whether the input 11000 is accepted by this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;5;False;{'user_input': 'Can you show me whether the input 11000 is accepted by this automaton?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the language recognized by this automaton for the input 11000?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;6;False;{'user_input': 'What is the language recognized by this automaton for the input 11000?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '11000'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;what is the language recognized by the automaton if the initial state is either q1 or q2?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;7;False;{'user_input': 'what is the language recognized by the automaton if the initial state is either q1 or q2?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'initialStates': 'q1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;How many transitions does this automaton have?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;7;False;{'user_input': 'How many transitions does this automaton have?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '?'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;3;Is q1 the initial state of this automaton?;It is not the initial state.;[];[1.0, 1.0, 1.0, 1.0];1.0;7;False;{'user_input': 'Is q1 the initial state of this automaton?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q1'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;3;In natural language, what is the language recognized by the automaton if we consider q1 as the initial state?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;8;False;{'user_input': 'In natural language, what is the language recognized by the automaton if we consider q1 as the initial state?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;Hi again! In this automaton, is the initial state q1 when we describe its language in this practical example?;It is not the initial state.;[];[1.0, 1.0, 1.0, 1.0];1.0;8;False;{'user_input': 'Hi again! In this automaton, is the initial state q1 when we describe its language in this practical example?', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'initialState': 'q1'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;3;What is the language accepted by the automaton if the initial state is q1?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;9;False;{'user_input': 'What is the language accepted by the automaton if the initial state is q1?', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'initialState': 'q1'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;What is the alphabet of the automaton if the initial state is q1?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;10;False;{'user_input': 'What is the alphabet of the automaton if the initial state is q1?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;3;in this automaton, are there 7 transitions?;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;['simbolo-q0-q1', 'simbolo-q1-q2', 'simbolo-q2-q3', 'simbolo-q3-q4', 'simbolo-q4-q0'];[1.0, 1.0, 1.0, 1.0];1.0;10;False;{'user_input': 'in this automaton, are there 7 transitions?', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'numberOfTransitions': '7'}};[1.0, 1.0, 1.0, 1.0]
Accuracy;3;what is the alphabet of this automaton?;Could you be more specific?;[];[0.0, 0.1, 0.0, 1.0];0.0;11;False;{'user_input': 'what is the alphabet of this automaton?', 'intent': 'fsa-practical', 'argument': 'alphabet', 'dialogue_act': 'Ta:request', 'frame': {'alphabet': '?'}};[0.0, 0.1, 0.0, 1.0]
Accuracy;4;Is this automaton deterministic or non-deterministic?;The automaton has 5 states and 5 transitions.;[];[0.0, 0.2, 0.0, 1.0];0.0;1;False;{'user_input': 'Is this automaton deterministic or non-deterministic?', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'automatonType': '?'}};[0.0, 0.2, 0.0, 1.0]
